ID,Recipient,Effort,Reward,chosen,Outcome,Success,Force_norm
1,1,2,6,1,10,1,0.46839
1,1,2,4,1,6,1,0.44924
1,2,3,3,1,4,1,0.57385
1,1,2,5,1,8,1,0.52685
1,1,6,2,0,1,1,0.028811
1,2,4,5,1,8,1,0.63795
1,2,5,2,0,1,1,0.022695
1,2,3,6,1,10,1,0.59315
1,1,6,3,0,1,1,0.029704
1,1,3,3,1,4,1,0.50728
1,1,4,6,1,10,1,0.67176
1,2,2,5,1,8,1,0.48977
1,1,4,2,1,2,1,0.66886
1,1,2,3,1,4,1,0.45382
1,2,6,6,0,1,1,0.021392
1,1,4,5,1,8,1,0.58005
1,2,5,3,0,1,1,0.029789
1,2,4,5,1,8,1,0.71035
1,1,3,4,1,6,1,0.54591
1,1,4,3,1,4,1,0.68604
1,2,6,5,0,1,1,0.026349
1,2,5,5,0,1,1,0.016717
1,1,2,6,1,10,1,0.49452
1,1,6,3,0,1,1,0.020283
1,1,3,2,1,2,1,0.53364
1,2,6,4,0,1,1,0.017639
1,1,4,6,1,10,1,0.67554
1,2,5,3,0,1,1,0.024374
1,2,6,2,0,1,1,0.016727
1,1,5,3,1,4,1,0.73727
1,2,2,3,1,4,1,0.48165
1,2,2,5,1,8,1,0.43953
1,2,3,6,1,10,1,0.53258
1,1,5,5,0,1,1,-0.0025901
1,2,4,2,1,2,1,0.63212
1,1,2,5,0,1,1,0.02107
1,2,2,4,1,6,1,0.43252
1,1,2,4,1,6,1,0.43244
1,2,5,4,0,1,1,0.021991
1,1,3,3,1,4,1,0.45021
1,2,2,2,1,2,1,0.47668
1,2,3,4,1,6,1,0.56486
1,1,6,4,0,1,1,0.027505
1,2,3,5,1,8,1,0.49489
1,1,6,5,0,1,1,0.018373
1,1,5,6,1,10,1,0.81644
1,1,3,6,1,10,1,0.59119
1,1,4,4,1,6,1,0.60753
1,2,6,3,0,1,1,0.020028
1,2,2,6,1,10,1,0.49278
1,2,3,3,1,4,1,0.55509
1,1,2,2,1,2,1,0.43106
1,2,6,6,0,1,1,0.033554
1,1,2,3,1,4,1,0.42501
1,2,4,6,1,10,1,0.69367
1,1,5,2,0,1,1,0.017964
1,1,4,2,1,2,1,0.70806
1,2,5,2,0,1,1,0.019384
1,1,6,6,0,1,1,0.013581
1,2,4,3,1,4,1,0.6927
1,2,3,2,0,1,1,0.013715
1,1,3,5,1,8,1,0.58467
1,1,4,5,1,8,1,0.63579
1,2,5,6,0,1,1,0.01773
1,2,4,4,1,6,1,0.67291
1,1,6,2,0,1,1,0.0045768
1,1,5,4,0,1,1,0.0092459
1,2,4,5,1,8,1,0.66746
1,1,2,6,1,10,1,0.48564
1,2,6,4,0,1,1,0.027226
1,2,5,3,1,4,1,0.71
1,1,4,6,1,10,1,0.65722
1,1,2,5,1,8,1,0.42229
1,1,4,5,1,8,1,0.62006
1,2,3,6,1,10,1,0.59237
1,1,6,2,0,1,1,0.020673
1,1,6,5,1,8,1,0.91981
1,1,2,4,1,6,1,0.44999
1,2,4,4,1,6,1,0.62406
1,1,5,6,1,10,1,0.76228
1,1,2,3,1,4,1,0.48129
1,2,2,4,1,6,1,0.48022
1,1,3,3,1,4,1,0.55603
1,1,5,5,1,8,1,0.68385
1,2,3,2,1,2,1,0.61887
1,1,5,2,1,2,1,0.77121
1,2,6,3,0,1,1,0.022287
1,2,4,2,1,2,1,0.71577
1,2,6,5,0,1,1,0.017728
1,1,4,4,1,6,1,0.60711
1,2,6,2,0,1,1,0.02888
1,2,5,4,1,6,1,0.76808
1,1,3,2,1,2,1,0.50733
1,1,6,3,0,1,1,0.026498
1,2,4,3,1,4,1,0.71391
1,2,2,2,1,2,1,0.4497
1,1,6,6,1,10,1,0.75542
1,1,3,5,1,8,1,0.48108
1,1,5,4,1,6,1,0.67626
1,2,3,3,1,4,1,0.52241
1,1,3,4,1,6,1,0.50362
1,2,5,6,1,0,0,0.44811
1,1,2,2,1,2,1,0.47913
1,2,3,4,1,6,1,0.54406
1,2,5,2,1,2,1,0.68441
1,1,4,3,1,4,1,0.58188
1,1,4,2,1,2,1,0.5343
1,2,4,6,1,10,1,0.62983
1,1,6,4,1,6,1,0.93997
1,2,2,6,1,10,1,0.55898
1,2,2,3,1,4,1,0.39042
1,2,5,5,1,8,1,0.77968
1,1,5,3,1,4,1,0.82878
1,2,2,5,1,8,1,0.54124
1,2,3,5,1,8,1,0.63627
1,2,6,6,1,10,1,0.90677
1,1,3,6,1,10,1,0.57907
2,2,2,6,1,10,1,0.54463
2,1,3,6,1,10,1,0.55076
2,2,4,4,1,6,1,0.69998
2,2,5,2,1,2,1,0.77668
2,2,3,4,1,6,1,0.63387
2,1,6,6,1,10,1,0.89571
2,1,2,5,1,8,1,0.51274
2,2,4,3,1,4,1,0.68364
2,2,6,5,1,8,1,0.90068
2,2,5,5,1,8,1,0.81209
2,1,6,2,1,2,1,0.92891
2,1,2,2,1,2,1,0.58782
2,2,2,4,1,6,1,0.55249
2,1,6,5,1,8,1,0.9214
2,1,5,5,1,8,1,0.73232
2,2,2,5,1,8,1,0.55152
2,1,4,6,1,10,1,0.66831
2,2,3,3,1,4,1,0.56655
2,2,3,6,1,10,1,0.67394
2,1,2,4,1,6,1,0.52541
2,2,4,2,1,2,1,0.70364
2,1,5,2,0,1,1,0.044363
2,2,6,2,0,1,1,0.057242
2,1,4,3,1,4,1,0.65224
2,2,5,3,1,4,1,0.8036
2,1,2,6,1,10,1,0.4757
2,1,4,4,1,6,1,0.65784
2,2,4,5,1,8,1,0.68994
2,2,6,6,1,10,1,1
2,1,4,2,1,2,1,0.68659
2,1,5,6,1,10,1,0.77007
2,2,4,6,1,10,1,0.72633
2,2,3,5,1,8,1,0.56036
2,1,6,3,1,4,1,0.87899
2,2,2,3,1,4,1,0.47852
2,1,6,4,1,6,1,0.86943
2,1,3,2,1,2,1,0.59568
2,2,2,2,1,2,1,0.48587
2,2,5,6,1,10,1,0.815
2,1,3,3,1,4,1,0.57001
2,1,4,5,1,8,1,0.69502
2,2,6,4,1,6,1,0.88995
2,1,5,3,1,4,1,0.79709
2,1,3,5,1,8,1,0.59414
2,2,5,4,1,6,1,0.80919
2,1,3,4,1,6,1,0.58355
2,1,2,3,1,4,1,0.45737
2,1,5,4,1,6,1,0.77093
2,2,3,2,1,2,1,0.57216
2,2,6,3,1,4,1,0.88325
2,2,5,5,1,8,1,0.81268
2,2,4,6,1,10,1,0.72149
2,1,2,2,1,2,1,0.52851
2,2,2,6,1,10,1,0.54187
2,2,4,3,1,4,1,0.70971
2,1,6,6,1,10,1,0.91452
2,2,6,4,1,6,1,0.89111
2,1,5,3,1,4,1,0.82627
2,2,2,4,1,6,1,0.50317
2,2,2,3,1,4,1,0.52287
2,1,4,4,1,6,1,0.71281
2,1,5,2,1,2,1,0.80871
2,2,6,5,1,8,1,0.9715
2,2,5,6,1,10,1,0.7564
2,1,3,2,1,2,1,0.60106
2,2,5,4,1,6,1,0.85363
2,1,3,4,1,6,1,0.56679
2,2,3,4,1,6,1,0.64814
2,2,3,5,1,8,1,0.62186
2,2,2,2,1,2,1,0.53521
2,1,6,5,1,8,1,0.92725
2,1,4,3,1,4,1,0.72898
2,1,6,4,1,6,1,0.8858
2,2,3,2,1,2,1,0.6351
2,1,5,4,1,6,1,0.86726
2,1,5,6,1,10,1,0.82078
2,2,4,4,1,6,1,0.74628
2,2,6,3,1,4,1,0.98511
2,2,4,2,1,2,1,0.70972
2,1,3,5,1,8,1,0.63373
2,1,5,5,1,8,1,0.82277
2,2,6,2,0,1,1,0.08225
2,1,3,6,1,10,1,0.66586
2,1,2,6,1,10,1,0.54855
2,1,2,4,1,6,1,0.49562
2,2,3,3,1,4,1,0.60409
2,1,2,5,1,8,1,0.52062
2,1,6,2,1,2,1,0.89024
2,2,4,5,1,8,1,0.64794
2,2,5,2,1,2,1,0.84497
2,2,3,6,1,10,1,0.69058
2,1,6,3,1,4,1,0.93512
2,1,3,3,1,4,1,0.58581
2,1,4,6,1,10,1,0.6707
2,2,2,5,1,8,1,0.49422
2,1,4,2,1,2,1,0.63926
2,1,2,3,1,4,1,0.58827
2,2,6,6,1,10,1,0.89964
2,1,4,5,1,8,1,0.75172
2,2,5,3,1,4,1,0.85692
2,2,4,5,1,8,1,0.66421
2,1,3,4,1,6,1,0.60612
2,1,4,3,1,4,1,0.70692
2,2,6,5,1,8,1,0.88834
2,2,5,5,1,8,1,0.76502
2,1,2,6,1,10,1,0.47107
2,1,6,3,1,4,1,0.85065
2,1,3,2,1,2,1,0.58581
2,2,6,4,1,6,1,0.89745
2,1,4,6,1,10,1,0.71523
2,2,5,3,1,4,1,0.7455
2,2,6,2,1,2,1,0.85162
2,1,5,3,1,4,1,0.82631
2,2,2,3,1,4,1,0.54353
2,2,2,5,1,8,1,0.50687
2,2,3,6,1,10,1,0.58993
2,1,5,5,1,8,1,0.78024
2,2,4,2,1,2,1,0.63074
2,1,2,5,1,8,1,0.54516
2,2,2,4,1,6,1,0.4954
2,1,2,4,1,6,1,0.5284
2,2,5,4,1,6,1,0.70423
2,1,3,3,1,4,1,0.64083
2,2,2,2,1,2,1,0.61288
2,2,3,4,1,6,1,0.6203
2,1,6,4,1,6,1,0.921
2,2,3,5,1,8,1,0.51911
2,1,6,5,1,8,1,0.87946
2,1,5,6,1,10,1,0.77699
2,1,3,6,1,10,1,0.59137
2,1,4,4,1,6,1,0.7159
2,2,6,3,1,4,1,0.9435
2,2,2,6,1,10,1,0.54891
2,2,3,3,1,4,1,0.55544
2,1,2,2,1,2,1,0.44979
2,2,6,6,1,10,1,0.90648
2,1,2,3,1,4,1,0.53688
2,2,4,6,1,10,1,0.73802
2,1,5,2,1,2,1,0.77107
2,1,4,2,1,2,1,0.736
2,2,5,2,1,2,1,0.86311
2,1,6,6,1,10,1,0.91514
2,2,4,3,1,4,1,0.58837
2,2,3,2,1,2,1,0.60814
2,1,3,5,1,8,1,0.63483
2,1,4,5,1,8,1,0.71677
2,2,5,6,1,10,1,0.79731
2,2,4,4,1,6,1,0.67079
2,1,6,2,0,1,1,0.073612
2,1,5,4,1,6,1,0.80582
2,2,4,5,1,8,1,0.71895
2,1,2,6,1,10,1,0.44969
2,2,6,4,1,6,1,0.84925
2,2,5,3,1,4,1,0.76682
2,1,4,6,1,10,1,0.69671
2,1,2,5,1,8,1,0.54729
2,1,4,5,1,8,1,0.74973
2,2,3,6,1,10,1,0.61161
2,1,6,2,0,1,1,0.063986
2,1,6,5,1,8,1,0.83495
2,1,2,4,1,6,1,0.52108
2,2,4,4,1,6,1,0.65863
2,1,5,6,1,10,1,0.8571
2,1,2,3,1,4,1,0.48651
2,2,2,4,1,6,1,0.47956
2,1,3,3,1,4,1,0.55375
2,1,5,5,1,8,1,0.81286
2,2,3,2,1,2,1,0.60661
2,1,5,2,1,2,1,0.78366
2,2,6,3,1,4,1,0.8407
2,2,4,2,1,2,1,0.70578
2,2,6,5,1,8,1,0.84951
2,1,4,4,1,6,1,0.67499
2,2,6,2,0,1,1,0.10051
2,2,5,4,1,6,1,0.69777
2,1,3,2,1,2,1,0.57936
2,1,6,3,1,4,1,0.90266
2,2,4,3,1,4,1,0.6586
2,2,2,2,1,2,1,0.48828
2,1,6,6,1,10,1,0.91004
2,1,3,5,1,8,1,0.57877
2,1,5,4,1,6,1,0.79393
2,2,3,3,1,4,1,0.54775
2,1,3,4,1,6,1,0.61522
2,2,5,6,1,10,1,0.75996
2,1,2,2,1,2,1,0.54407
2,2,3,4,1,6,1,0.54399
2,2,5,2,1,2,1,0.72554
2,1,4,3,1,4,1,0.55782
2,1,4,2,1,2,1,0.65004
2,2,4,6,1,10,1,0.6254
2,1,6,4,1,6,1,0.86895
2,2,2,6,1,10,1,0.44207
2,2,2,3,1,4,1,0.43714
2,2,5,5,1,8,1,0.77922
2,1,5,3,1,4,1,0.78378
2,2,2,5,1,8,1,0.50031
2,2,3,5,1,8,1,0.62034
2,2,6,6,1,10,1,0.86846
2,1,3,6,1,10,1,0.52678
3,2,2,6,0,1,1,-0.0027801
3,1,3,6,1,10,1,0.49771
3,2,4,4,0,1,1,0.0081167
3,2,5,2,0,1,1,0.011841
3,2,3,4,0,1,1,0.00024375
3,1,6,6,0,1,1,0.00026231
3,1,2,5,1,8,1,0.40403
3,2,4,3,0,1,1,0.010304
3,2,6,5,0,1,1,0.016062
3,2,5,5,0,1,1,0.0099743
3,1,6,2,0,1,1,0.014325
3,1,2,2,0,1,1,0.0092252
3,2,2,4,1,6,1,0.35454
3,1,6,5,0,1,1,0.01689
3,1,5,5,1,8,1,0.69049
3,2,2,5,1,8,1,0.42266
3,1,4,6,1,10,1,0.55507
3,2,3,3,0,1,1,0.025599
3,2,3,6,1,10,1,0.47975
3,1,2,4,1,6,1,0.39898
3,2,4,2,0,1,1,0.019901
3,1,5,2,0,1,1,0.01551
3,2,6,2,0,1,1,0.00097568
3,1,4,3,0,1,1,0.00037246
3,2,5,3,0,1,1,-0.00026067
3,1,2,6,1,10,1,0.40749
3,1,4,4,2,0,0,0.0075722
3,2,4,5,0,1,1,0.0069789
3,2,6,6,0,1,1,0.011141
3,1,4,2,0,1,1,0.0080894
3,1,5,6,1,10,1,0.72177
3,2,4,6,0,1,1,0.02085
3,2,3,5,0,1,1,0.011545
3,1,6,3,0,1,1,0.012435
3,2,2,3,0,1,1,0.0085812
3,1,6,4,0,1,1,0.0061301
3,1,3,2,0,1,1,0.0077843
3,2,2,2,0,1,1,0.0063837
3,2,5,6,0,1,1,0.007983
3,1,3,3,1,4,1,0.54371
3,1,4,5,1,8,1,0.67097
3,2,6,4,0,1,1,0.013864
3,1,5,3,0,1,1,0.012653
3,1,3,5,1,8,1,0.55149
3,2,5,4,0,1,1,0.01466
3,1,3,4,1,6,1,0.55076
3,1,2,3,1,4,1,0.44192
3,1,5,4,0,1,1,0.0097939
3,2,3,2,0,1,1,0.0088925
3,2,6,3,0,1,1,0.0081305
3,2,5,5,0,1,1,0.004783
3,2,4,6,0,1,1,0.00606
3,1,2,2,1,2,1,0.41871
3,2,2,6,1,10,1,0.42575
3,2,4,3,0,1,1,0.0093655
3,1,6,6,1,10,1,0.79652
3,2,6,4,0,1,1,0.006285
3,1,5,3,0,1,1,0.0026221
3,2,2,4,1,6,1,0.41609
3,2,2,3,0,1,1,0.001755
3,1,4,4,0,1,1,-1.63E-05
3,1,5,2,0,1,1,-0.00042548
3,2,6,5,0,1,1,-0.0016155
3,2,5,6,0,1,1,-0.0019283
3,1,3,2,0,1,1,-0.0016894
3,2,5,4,0,1,1,-0.0033896
3,1,3,4,1,6,1,0.57252
3,2,3,4,0,1,1,0.0079818
3,2,3,5,1,8,1,0.55854
3,2,2,2,0,1,1,0.010143
3,1,6,5,0,1,1,0.0099664
3,1,4,3,1,4,1,0.65908
3,1,6,4,0,1,1,0.021585
3,2,3,2,0,1,1,0.010522
3,1,5,4,1,6,1,0.76406
3,1,5,6,1,10,1,0.71534
3,2,4,4,0,1,1,0.015626
3,2,6,3,0,1,1,0.016004
3,2,4,2,0,1,1,0.0090366
3,1,3,5,1,8,1,0.55755
3,1,5,5,1,8,1,0.71802
3,2,6,2,0,1,1,0.0047433
3,1,3,6,1,10,1,0.52364
3,1,2,6,1,10,1,0.50515
3,1,2,4,1,6,1,0.49853
3,2,3,3,0,1,1,0.029837
3,1,2,5,1,8,1,0.3731
3,1,6,2,0,1,1,0.034778
3,2,4,5,0,1,1,0.027127
3,2,5,2,0,1,1,0.027206
3,2,3,6,0,1,1,0.025451
3,1,6,3,0,1,1,0.031823
3,1,3,3,0,1,1,0.021941
3,1,4,6,1,10,1,0.65201
3,2,2,5,1,8,1,0.41546
3,1,4,2,0,1,1,0.022444
3,1,2,3,1,4,1,0.31594
3,2,6,6,0,1,1,0.013925
3,1,4,5,1,8,1,0.5278
3,2,5,3,0,1,1,0.026728
3,2,4,5,0,1,1,0.01737
3,1,3,4,1,6,1,0.47947
3,1,4,3,1,4,1,0.72852
3,2,6,5,0,1,1,0.041192
3,2,5,5,0,1,1,0.028811
3,1,2,6,1,10,1,0.36853
3,1,6,3,0,1,1,0.021641
3,1,3,2,0,1,1,0.025882
3,2,6,4,0,1,1,0.021399
3,1,4,6,1,10,1,0.607
3,2,5,3,0,1,1,0.036689
3,2,6,2,0,1,1,0.026736
3,1,5,3,0,1,1,0.019793
3,2,2,3,1,4,1,0.40519
3,2,2,5,1,8,1,0.3774
3,2,3,6,1,10,1,0.51282
3,1,5,5,1,8,1,0.79418
3,2,4,2,0,1,1,0.014476
3,1,2,5,1,8,1,0.40493
3,2,2,4,1,6,1,0.43381
3,1,2,4,1,6,1,0.48751
3,2,5,4,0,1,1,0.025371
3,1,3,3,1,4,1,0.54584
3,2,2,2,0,1,1,0.04827
3,2,3,4,0,1,1,0.027035
3,1,6,4,0,1,1,0.024602
3,2,3,5,1,8,1,0.61109
3,1,6,5,0,1,1,0.023468
3,1,5,6,1,10,1,0.64746
3,1,3,6,1,10,1,0.57076
3,1,4,4,1,6,1,0.69887
3,2,6,3,0,1,1,-0.00227
3,2,2,6,1,10,1,0.54118
3,2,3,3,0,1,1,0.024483
3,1,2,2,1,2,1,0.40582
3,2,6,6,0,1,1,0.012908
3,1,2,3,1,4,1,0.54571
3,2,4,6,0,1,1,0.047906
3,1,5,2,0,1,1,0.0548
3,1,4,2,0,1,1,0.03273
3,2,5,2,0,1,1,0.026024
3,1,6,6,1,10,1,0.88921
3,2,4,3,0,1,1,0.00673
3,2,3,2,0,1,1,0.0039892
3,1,3,5,1,8,1,0.52014
3,1,4,5,1,8,1,0.66697
3,2,5,6,0,1,1,-0.010219
3,2,4,4,0,1,1,0.012747
3,1,6,2,0,1,1,0.012355
3,1,5,4,1,6,1,0.84695
3,2,4,5,0,1,1,0.025154
3,1,2,6,1,10,1,0.44849
3,2,6,4,0,1,1,0.026154
3,2,5,3,0,1,1,-0.00036152
3,1,4,6,1,10,1,0.72547
3,1,2,5,1,8,1,0.43423
3,1,4,5,1,8,1,0.71153
3,2,3,6,1,10,1,0.58838
3,1,6,2,0,1,1,0.010313
3,1,6,5,0,1,1,0.011614
3,1,2,4,1,6,1,0.41785
3,2,4,4,0,1,1,0.018691
3,1,5,6,1,10,1,1
3,1,2,3,1,4,1,0.44272
3,2,2,4,1,6,1,0.60406
3,1,3,3,1,4,1,0.57332
3,1,5,5,1,8,1,0.78764
3,2,3,2,0,1,1,0.021976
3,1,5,2,0,1,1,0.026397
3,2,6,3,0,1,1,0.016001
3,2,4,2,0,1,1,0.021152
3,2,6,5,0,1,1,0.010528
3,1,4,4,1,6,1,0.57784
3,2,6,2,0,1,1,0.031438
3,2,5,4,0,1,1,0.020296
3,1,3,2,0,1,1,0.016829
3,1,6,3,0,1,1,0.016104
3,2,4,3,0,1,1,0.014152
3,2,2,2,1,2,1,0.38946
3,1,6,6,1,0,0,0.75861
3,1,3,5,1,8,1,0.73069
3,1,5,4,1,6,1,0.84976
3,2,3,3,0,1,1,-0.0018101
3,1,3,4,1,6,1,0.56288
3,2,5,6,0,1,1,0.020045
3,1,2,2,1,2,1,0.48956
3,2,3,4,0,1,1,0.014301
3,2,5,2,0,1,1,0.011257
3,1,4,3,0,1,1,0.0071062
3,1,4,2,0,1,1,0.0074888
3,2,4,6,0,1,1,-0.0033933
3,1,6,4,1,6,1,0.98659
3,2,2,6,1,10,1,0.44752
3,2,2,3,1,4,1,0.44865
3,2,5,5,0,1,1,0.020403
3,1,5,3,1,4,1,0.76593
3,2,2,5,1,8,1,0.45956
3,2,3,5,1,8,1,0.49529
3,2,6,6,0,1,1,0.01906
3,1,3,6,1,10,1,0.7277
4,2,2,6,1,10,1,0.64563
4,1,3,6,1,10,1,0.72714
4,2,4,4,0,1,1,0.092192
4,2,5,2,0,1,1,0.067394
4,2,3,4,1,6,1,0.62558
4,1,6,6,0,1,1,0.071058
4,1,2,5,1,8,1,0.57672
4,2,4,3,0,1,1,0.070618
4,2,6,5,0,1,1,0.13084
4,2,5,5,0,1,1,0.082409
4,1,6,2,0,1,1,0.1277
4,1,2,2,1,2,1,0.58461
4,2,2,4,1,6,1,0.6326
4,1,6,5,0,1,1,0.1575
4,1,5,5,0,1,1,0.094149
4,2,2,5,1,8,1,0.61364
4,1,4,6,1,10,1,0.94739
4,2,3,3,1,4,1,0.81056
4,2,3,6,1,10,1,0.70294
4,1,2,4,1,6,1,0.59117
4,2,4,2,0,1,1,0.057985
4,1,5,2,0,1,1,0.038897
4,2,6,2,0,1,1,0.051819
4,1,4,3,0,1,1,0.067345
4,2,5,3,0,1,1,0.10493
4,1,2,6,1,10,1,0.5848
4,1,4,4,0,1,1,0.044621
4,2,4,5,1,8,1,0.84157
4,2,6,6,0,1,1,0.074847
4,1,4,2,0,1,1,0.062672
4,1,5,6,0,1,1,0.044642
4,2,4,6,1,10,1,0.86822
4,2,3,5,1,8,1,0.6587
4,1,6,3,0,1,1,0.059683
4,2,2,3,1,4,1,0.6208
4,1,6,4,0,1,1,0.0472
4,1,3,2,0,1,1,0.059939
4,2,2,2,0,1,1,0.0531
4,2,5,6,1,0,0,0.93523
4,1,3,3,0,1,1,0.053803
4,1,4,5,1,8,1,0.77727
4,2,6,4,0,1,1,0.016376
4,1,5,3,0,1,1,0.019032
4,1,3,5,1,8,1,0.78012
4,2,5,4,0,1,1,0.044827
4,1,3,4,1,6,1,0.75235
4,1,2,3,1,4,1,0.62973
4,1,5,4,1,6,1,1
4,2,3,2,1,2,1,0.78454
4,2,6,3,0,1,1,0.055091
4,2,5,5,0,1,1,0.018203
4,2,4,6,1,10,1,0.86284
4,1,2,2,0,1,1,0.03815
4,2,2,6,1,10,1,0.59989
4,2,4,3,0,1,1,0.032264
4,1,6,6,0,1,1,0.029341
4,2,6,4,0,1,1,0.025811
4,1,5,3,0,1,1,0.025303
4,2,2,4,1,6,1,0.53104
4,2,2,3,0,1,1,0.023037
4,1,4,4,0,1,1,0.023743
4,1,5,2,0,1,1,0.022534
4,2,6,5,0,1,1,0.038561
4,2,5,6,0,1,1,0.045635
4,1,3,2,0,1,1,0.025683
4,2,5,4,0,1,1,0.053744
4,1,3,4,1,6,1,0.69926
4,2,3,4,1,6,1,0.64462
4,2,3,5,1,8,1,0.85238
4,2,2,2,0,1,1,0.066533
4,1,6,5,0,1,1,0.072223
4,1,4,3,0,1,1,0.064355
4,1,6,4,0,1,1,0.099335
4,2,3,2,0,1,1,0.069773
4,1,5,4,0,1,1,0.093963
4,1,5,6,0,1,1,0.048195
4,2,4,4,1,6,1,0.9025
4,2,6,3,0,1,1,0.096175
4,2,4,2,0,1,1,0.064317
4,1,3,5,1,8,1,0.64215
4,1,5,5,0,1,1,0.077319
4,2,6,2,0,1,1,0.087235
4,1,3,6,1,10,1,0.74425
4,1,2,6,1,10,1,0.6581
4,1,2,4,1,6,1,0.65207
4,2,3,3,0,1,1,0.049903
4,1,2,5,1,8,1,0.60392
4,1,6,2,0,1,1,0.067279
4,2,4,5,0,1,1,0.035967
4,2,5,2,0,1,1,0.04689
4,2,3,6,1,10,1,0.68963
4,1,6,3,0,1,1,0.053941
4,1,3,3,1,4,1,0.7751
4,1,4,6,1,10,1,0.97069
4,2,2,5,1,8,1,0.60822
4,1,4,2,0,1,1,0.044296
4,1,2,3,0,1,1,0.078512
4,2,6,6,0,1,1,0.049328
4,1,4,5,0,1,1,0.076073
4,2,5,3,0,1,1,0.07038
4,2,4,5,0,1,1,0.047777
4,1,3,4,1,6,1,0.69434
4,1,4,3,0,1,1,0.057582
4,2,6,5,0,1,1,0.056367
4,2,5,5,0,1,1,0.053042
4,1,2,6,1,10,1,0.62616
4,1,6,3,0,1,1,0.078928
4,1,3,2,0,1,1,0.093926
4,2,6,4,0,1,1,0.096874
4,1,4,6,0,1,1,0.087597
4,2,5,3,0,1,1,0.092389
4,2,6,2,0,1,1,0.075095
4,1,5,3,0,1,1,0.10152
4,2,2,3,1,4,1,0.59673
4,2,2,5,1,8,1,0.57295
4,2,3,6,1,10,1,0.78659
4,1,5,5,0,1,1,0.074489
4,2,4,2,0,1,1,0.085885
4,1,2,5,1,8,1,0.59297
4,2,2,4,1,6,1,0.62168
4,1,2,4,1,6,1,0.56865
4,2,5,4,0,1,1,0.068554
4,1,3,3,0,1,1,0.077973
4,2,2,2,1,2,1,0.61028
4,2,3,4,1,6,1,0.77883
4,1,6,4,0,1,1,0.10078
4,2,3,5,1,8,1,0.73626
4,1,6,5,0,1,1,0.06395
4,1,5,6,0,1,1,0.043604
4,1,3,6,1,10,1,0.79749
4,1,4,4,0,1,1,0.074301
